newid,WTREP45,CALADJ45
4511894,14859.473914,1.0907554116
4511954,18133.886626,0.8805723481
4512214,13482.354679,1.08798651
4512804,10836.235977,0.9668195523
4513094,24670.042515,1.1005158073
4513304,20324.921843,0.954280458
4513584,31606.450536,0.9946822129
4513864,13303.727293,0.829271154
4513904,22749.230926,0.954280458
4513914,11529.10555,1.0382370263
4514394,17413.902634,0.7339554854
4514424,44548.409711,1.1278474149
4514444,35577.944874,1.6367410878
4544393,15730.080167,0.6834694775
4545093,32152.115771,1.3970043085
4545583,17642.839213,1.0937258056
4545623,34499.007782,1.3392355163
4546133,9832.0125645,0.7339554854
4546463,7993.3536917,0.7993112098
4546663,21823.423054,1.4824766329
4546673,48023.325038,1.2605293549
4546983,23777.794337,0.8423584132
4547033,38505.047796,1.032862958
4547373,18241.666001,1.4524588345
4547433,41766.718772,1.0121973779
4547613,21599.826918,1.0952654003
4547763,14686.209414,0.9617113701
4547843,14119.423261,0.5481094767
4548353,13077.069672,0.7339554854
4548433,25115.187635,1.4095994129
4548463,18920.677525,0.870430439
4548903,34532.191159,0.915566845
4549123,31282.622743,1.2143769376
4549503,38121.479224,1.0006230009
4549513,19630.528031,1.2169478407
4549533,39509.417962,0.9642065129
4549613,20392.082652,0.8949833479
4549883,13121.149435,0.9617113701
4550063,30784.752333,1.0982357944
4550123,29267.409292,1.2895755306
4550153,39882.840397,1.7841986374
4550413,26320.163614,1.3439783133
4550433,6236.8773213,0.7339554854
4550593,41766.718772,1.0121973779
4551153,18776.732615,0.9587904467
4551673,19583.523608,0.900924136
4552093,8998.619842,0.5
4552243,24066.494935,0.954280458
4552403,17458.506926,0.9976526069
4552423,16638.308912,1.0158230442
4552913,15967.0837,1.0212584878
4553403,43629.109808,1.0450861378
4554113,32436.67172,1.1571674688
4554233,11863.394844,0.8106916454
4554583,16750.235278,0.8423584132
4555223,18717.773317,0.7339554854
4555363,37758.823952,1.0128461807
4555803,39838.253884,0.954280458
4555963,25266.409843,0.9818037609
4556243,10517.598661,0.7339554854
4556293,22213.794442,0.7865804201
4556673,21146.204584,0.8247611652
4556683,11455.933319,1.1140261583
4556943,34289.14714,0.900924136
4557033,26530.002896,0.9818037609
4557273,23561.823724,0.915566845
4558023,27384.130576,1.1292782142
4558063,23184.998229,0.900924136
4558243,35899.250128,0.954280458
4558423,6037.7632403,0.6220334407
4558723,25531.711754,0.9921128794
4559023,47006.290909,1.2495298553
4559183,17666.357055,1.1839833205
4559463,13066.268034,0.954280458
4559783,20953.717974,0.9788333669
4560383,21879.987207,1.2169478407
4560693,29251.548106,1.136658517
4561103,55360.325756,1.3786753287
4561233,20681.545236,0.8036448003
4561313,23971.909182,0.954280458
4561913,36319.887245,0.954280458
4562103,12019.232221,1.0128461807
4562343,29295.032303,1.1383482287
4562563,42288.453034,1.1241194227
4562713,16679.304578,1.1331805325
4563443,31086.348868,1.3765454133
4563513,20292.075187,1.1286294114
4563643,14513.122068,0.9868624725
4563873,34846.448232,0.915566845
4564573,16184.545156,1.1005158073
4565693,14304.389799,1.3910227976
4565823,28186.309315,1.0952654003
4566113,56059.391611,1.3422059103
4566273,35104.869756,0.9331640931
4566903,42823.729078,1.1383482287
4567333,25078.894384,1.0907554116
4567613,31326.77977,1.6908943403
4568003,21722.832259,0.915566845
4568083,26235.356732,1.1005158073
4568253,28990.224425,0.7339554854
4568393,19317.749072,0.8887009562
4568453,51002.057026,1.8391530556
4568603,15551.831922,1.3208505769
4569163,37811.553387,1.1761806502
4569193,26324.924156,1.1420981841
4569473,26231.920439,1.2738087676
4569833,29294.092575,0.9112332545
4570163,19255.415338,1.7340187471
4570223,23673.119655,0.9921128794
4570323,26073.488893,1.0937258056
4570463,18818.047554,1.5149151891
4570673,16473.653449,1.3261836946
4570783,28048.043133,1.2903326707
4570793,14899.939899,1.0937258056
4570873,22825.591955,1.3261836946
4571023,22856.745205,0.9587904467
4571033,11002.411197,0.8857305622
4571693,20773.933434,0.957991966
4571803,51927.283554,1.8725170667
4572493,19653.669067,1.3712122957
4572653,22749.230926,0.954280458
4573353,13976.425382,1.6669025244
4573363,31423.233913,1.1331334467
4573573,15247.446997,0.9161241792
4573623,12810.066204,1.08798651
4574293,36419.441184,1.0450861378
4574563,22903.624941,1.4452701571
4574683,26831.2321,1.2343540407
4575153,16815.937673,1.3537387089
4575313,23618.715545,0.9898328665
4575323,31795.221605,1.0006230009
4575853,24129.920823,1.0121973779
4575913,14957.195153,1.3469487073
4576273,42812.92191,1.3317551335
4576663,20847.866592,0.9788333669
4576713,28921.350125,0.7339554854
4576783,21777.111229,1.2283282764
4577233,22287.382813,1.5190026635
4577253,22419.22678,1.1571630472
4577293,25980.665135,1.1952242398
4577483,46810.198451,1.889332946
4577653,20081.104989,0.8423584132
4577733,24773.702533,1.0382370263
4577993,36419.441184,1.0450861378
4578233,12631.74072,1.1761806502
4578533,27509.968672,1.5797542921
4579213,9138.5892813,0.9943428553
4579273,31736.08664,1.4796613649
4609872,26726.291435,1.0432397978
4609933,45685.356619,1.6298098934
