id number,business_id,date,review_id,stars,text,type,user_id,cool,useful,funny,id,Ariel,Ella
,RC11zxI3ZW2UPFeXpGofdA,2009-01-06,QZTn1Bo8RQPRPUHKlmdGow,5,"Love their pizza and atmosphere. Their Caesar salad is really good too. They had a great deal during the summer, where we got 2 salads, 1 large pepperoni pizza and a bottle of wine for $40.",review,EKwGhgLrM18ErVKKeYE2UA,1,1,1,5838,0,0
,m9Wqqma30o-hH2fAX7dnug,2010-12-20,4jI2mKO_ZoJ0YLCri-vpRw,5,Love it here. Come regularly now lol thanks to everyone on yelp. Great food cheap price great service. Tho not 100 percent authentic Chinese food still great,review,M8DaT0zmcumO5gfdrf0KEQ,0,0,0,6926,0,0
,IVc23uY-36WUNYoIbz42Fg,2012-03-12,lzSjJafXh1eGE0yaYJQkuw,5,"The waiter got the drink wrong: ""up"" means served strained without ice, not on the rocks, but I was happy about the mistake, The Salmon melted in my mouth and the bread pudding made me fat for hours, but was so worth it.  Great atmosphere and none of our plates were empty when taken away.  I would definitely go back.  Good service, great food, fun atmosphere.  Great flexible hours on a Sunday.  GO !",review,1_zj7B1bRgE7dC6tywUcTQ,0,3,0,3040,0,0
,kEyCMHBnohaWc81omLDfYg,2011-04-21,T3kWEIgAz9c98uTelDSO2Q,4,"I met fellow Yelpers Brian S and Shannon M here and learned that it's all about the sandwich.  And feeling like you have walked on to a set for ""That 60's show"" or ""That 70's Show"".  It's pretty clear the owners of Casella's are focused on the sandwiches, not updating the decor.

I had an Italian beef sandwich.  It was great.  And I sat and soaked up the 70's decor as the bread from my sandwich was soaking up the juice.

This place is old school all the way - old school awesome.  F#%*ing A.  Now where's my Trans Am?",review,P2kVk4cIWyK4e4h14RhK-Q,7,8,10,3602,0,0
,eIxSLxzIlfExI6vgAbn2JA,2011-04-21,TeOHcNOhqCK31DXa5do3ew,2,burgers were terribly unoriginal.  french fries came strait out of the safeway freezer section.  the guy working was so hungover it was kind of sad to watch.,review,5bs9-7Fwjuv4HiQNFVZTEw,0,1,1,4022,1,1
,-tBiXT917wKlr6n9wSqViw,2011-01-06,16_yl1x4hfTRCXUkwunmfw,4,"Although I am limiting meat in my diet, I went to the Keg for a date.

I had only been one other time for drinks with a couple of friends and it was nothing worth writing home about really.

I think what I really loved this time was the salad.  Yeah, I know, a steak house and I'm blown away by a salad!!  It was the spinach salad with walnuts and cranberries.  It was soooo good.  

Of course my little girly sized fillet was incredible too.

Oh ... and the date ... yeah it was good too!! ;-P",review,uj79HTtyOdAdd_TaPcdxjA,1,1,1,9788,0,0
,_A4x1TNYwm0XY1V882aUJw,2011-03-06,FLaC8K2RxdeqNLpll5qynQ,5,"As an artist, I've come to be very picky about the stores from which I purchase my art supplies. Arizona Art Supply is a GREAT store!!! Every time I visit I overhear the staff's experienced recommendations; they take the time to ensure that every customer's needs are satisfied. 

I am always immediately welcomed as I delve into the fully stocked and well-organized aisles. Yes, this is my kind of art supply store!  As I browse the expansive selection of everything from  drawing supplies to paint, easels and canvases to ceramic tools, an overwheming desire to create comes over me. AZ Art Supply has a HUGE selection of my favorite brands--Prismacolor and Golden Paints!  

Although this store is smaller, the prices are reasonable--they beat out Michael's prices for nearly every item. If you're looking for exceptional quality, a diverse selection and a knowledgeable staff, Arizona Art Supply is your best bet.",review,qZrArI2ohkYkQlELl13BKQ,1,4,0,416,0,0
,O510Re68mOy9dU490JTKCg,2010-06-26,dbCgw1pJ6yLOYo7LexBpYA,4,"I unashamedly adore this place.  And it's not b/c I spend gobs of money here... it is b/c I don't have to drive and zig zag all over the Valley to sample (and decide if I like) many of our infamous local food offerings...

Essence's macaroons from Tempe, Tammie Coe cupcakes and MJ's breads (what I always look fwd to) from CenPho, growing selecting of gelatos from all the places you read about... it's a one stop sample shop (ok, you pay for it), and a place I always hit when I'm up in N. Scottsdale.

The $5 cheese boxes are great, a mini variety of 3 cheese in their to-go section is a great way to try new cheeses w/out risk.",review,xdWsnbaTEfBMVHttqZDHxg,1,1,0,9153,0,0
,omVy2vGYfu_Zzh-LffvOkQ,2011-06-08,5sDOpCncmCsKT3qgtud5TA,5,"I just went here for the first time a week ago (visiting my parents who just moved to FH). A++

Great location, view of the fountain, outside seating, nice decor inside, really wonderful owner and a big menu of pastries, croissant, sandwiches, Italian sodas, and coffee.

I had the egg salad sandwich (the croissant and egg salad was SO FRESH!!) with a side of potato salad was probably one of the top 3 potato salads I've ever had!

I also got an iced mocha which was just the way I like it, on the sweet side.

I had my 14 month old daughter with me so I also shared the potato salad with her and ordered a yogurt with granola.  This was no ordinary McDonalds yogurt parfait - it was so delicious I had to have some too!

One gripe (that could be easily fixed by the owner) - PLEASE BUY ONE HIGHCHAIR for your guests to use.  We would love to come back often (as we go see grandma/grandpa) but I can't take another lunch with her on my lap:)",review,bx3foDJoXw-EXvr0oxpgcg,0,0,0,6474,0,0
,lktu5JPDlQUG-7cV7gOzDQ,2010-08-03,Dmr1b9eAYoRO2_qxFse12Q,5,"I can't believe I haven't yelped about the place yet. Several months (maybe over a year?) ago my husband read a newspaper article about the Clover coffee maker and the one place in town that had managed to procure one. I was skeptical (as is my nature). It can't be that much better right? You're just saying it's amazing because you want to talk about the new hot coffee shop you discovered, right? Well, maybe. But I love this place. And I don't think it has a whole lot to do with the Clover. They roast their own beans and they roast them way differently than that other ginormous coffee chain - all a light or medium roast. Never bitter, never oily, never yucky. The coffee they make there is, obviously, the best. But I send my husband in every week now to buy a pound of beans so that I can approximate the same coffee at home. Add an edgy (though sometimes intimidating) seating area, great local art (which we bought off the wall), and smiley service...I'm sold. Can't wait to try out the downtown location.",review,Xfv8_MeZi8Dev5hx5-ISwQ,0,0,0,3982,0,0
,FqzgT9Y-Yu7jiWdHnGW-kQ,2009-03-24,YquYQb3MtCNXt6SEtiFstQ,4,"The Vig is a great place to meet up for a drink. I haven't found too many other places that serve Hoegaarden (my favorite beer). The atmosphere is one of the best I've seen in Phoenix, and the food is pretty good as well. I'd recommend the ""Big Azz Burger"" or the ""Hot Vings""!",review,oERfYLY8vainWu5m1ZQS2w,1,2,0,491,0,0
,e8FMAuTswDueAlLsNyLhcA,2010-02-11,4vvdwQyS5uCSo74iw81irw,1,"I'd have to disagree with the person who said this restaurant is dog friendly.  I was told off by the owner because I had a little dog outside table and that was right after I finished paying for an overpriced breakfast dish and coffee.  I went here before that on several occasions and many times my order was forgotten, after paying....and the staff is real unprofessional blasting music at nightclub volume at early breakfast and lunch times.  I'm a neighbor, but will never go here again!!!!",review,W5Pd_GmMem2LdHZkoxQCtw,0,0,0,4935,1,1
,kgPjOtSeMd3CMdbnEmHbeQ,2011-06-02,RLZsqwzzm0dDuJfkobFjJQ,2,"So everyone in Old Town has been waiting for a good sports bar forever. When everyone heard Thunder Dan was coming to town the excitement starting buzzing. Well this time Thunder Dan didn't hit this buzzer beater.

First off it does get two stars for a reason so lets start there. The atmosphere is great. The venue is super cool and there is tons of tvs. 

Thats pretty much where it stops. The food isn't great and is relatively slow. I have had a burger, wings, the chicken quesadilla and a couple of other things which didn't impress me. Plus the service was super slow...

This kind of reminds me of the Suns-Bulls series super exciting but just misses the mark of greatness. I am sticking with my old faithful two blocks away Zipps.",review,b927p9pWxM9EYoNr_6PxYQ,1,0,0,6785,1,1
,kode9F27RF4C7XdSsnokiQ,2009-09-13,FyZj0aOh1Yt9jDnZ4O4BZQ,4,"I really wanted to have a Birthday cake for Zoey's 4th Birthday and The Bone Appetit Bakery did not disappoint. 

With just 24 hour notice I was able to choose a bone shaped cake from one of 2 sizes, I chose the small (see pics) A very tasty Peanut Butter and Honey cake with cream cheese frosting. All natural human grade ingredients, no sugar, salt or additives, Zoey went nuts for it! 

I also purchased her a cute little party hat to wear for her birthday (see pics) they even sell invitations if you are planning a big doggy bash! ;-) 

Your dog would just Love it if you brought home a Birthday cake for them, or even some of the house made baked treats they sell here. 

Go Now!",review,UsULgP4bKA8RMzs8dQzcsA,6,5,3,5791,0,0
,rDvz5jX65gpfONFu7er9Tw,2010-10-11,-iEBSKeCRLo7xPww6C8T_w,5,"My son comes here for the tacos but I am all about the chile relleno.  I never had one with potatoes inside, but oh my, this was the best!  My only recommendation would be to order it dry, with the sauce on the side.  I am counting the days until I get back to AZ.  The new location is so much closer to us, I plan on trying all of their menu, but....but... that chile relleno is ....calling....me.......! The tacos were very very good though.",review,byIGqd1Chrzuv8RT0al35A,0,1,0,1118,0,0
,_L5kScT8_QCmFoHV6fmrqg,2012-04-26,NEcGg4OWpzRx3_Eo2hOptA,3,I am not going to complain about the quality of my manicure! They did a fabulous job...On the other hand their customer service was a little off. Very unorganized and they could just not get it together. It took them forever to assist us since we didn't have an appointment and are not regulars.,review,xaEtXJM62xy-jdGyevR7VQ,0,1,0,1593,1,0
,OE5nAmaSVaopeRS1Cs9Kuw,2009-12-02,CLegdxmPfC1u9IU-r_uGMw,4,"Come with an appetite!

I went for a work event which was real nice. We had the private dining room and the whole 9 yards.

All I can say is if you're not a fan of red meat or have a cholesterol problem don't bother. The ambiance is not as format as I assumed it to be due to the location and hype. Although, the meat and presentation is great. Anything you want sent right to your table and cooked however you would like. Just don't leave your card on the green for too long otherwise you will have more meat than you can handle.

On the other hand, the specialty drinks are good. I don't recall the name of it but they served a traditional Brazilian drink that was wonderful. Not as strong for my liking but good. The salad bar was great too. Everything was fresh and there sure was a lot to choose from. Probably the best I have seen in a while.",review,PQOk3AaaODhSykbqYsSgEg,0,0,0,654,0,0
,VQTjhYGMIyqSRJHgHLFvjg,2008-02-07,4DvCwt3_8fdLxN5dHSyeCw,3,"It's kinda comfy setting....For the Non-(official), Yelp event, they had penne pasta...but Sonoma's specialty is rotisserie chicken......Nice but I sure would have liked to taste what the place raves about---Chicken!  Oh well, the pasta was ok for what it was.  What I truly enjoyed about Sonoma was the layout.  You can easily entertain a fairly large crowd and not be on top of each other.  I need to come back and try their chicken then re-write this review.

The parking upstairs for the event was nice also, but later on at night, it seems a bit spooky to be walking up in the parking area alone and in the middle of city center where there are some pretty curious characters about~~~I would prefer coming with more than one person if parking at night in the upper garage (personal preference).

The Yelp folks!---Way too cool!  I am so glad to have discovered Yelp!  Best thing I've done in ages.---Cheers Yelpers!",review,meuqHEjGCmrO3zDlr6OU7w,2,1,0,6135,0,0
,xY1sPHTA2RGVFlh5tZhs9g,2012-09-08,U6JOtnI0fBeVYJhYfYSzbQ,2,Don't get Breonna as your server. Didn't ask if we wanted another drink after we decided to stick to appetizers. She didn't appear to know where the water was or remembered we were at one of her tables. Food was good as always.,review,WKxEVjx7cJI13lSk7ZIqZA,0,0,0,9302,1,1
,eIxSLxzIlfExI6vgAbn2JA,2011-03-11,6fcnPIcE3WjOVd6hiwULzg,5,OMG this place is good. Great Italian beef. Great burgers. FRY SAUCE. I don't know how they're pulling off such good food with what they have but it's awesome and I will be eating here if I'm in the area and hungry.,review,GeGDZ02UfARKBRl7LqKZuA,0,2,0,4392,0,0
,RiJ8Agrw__NG6flFL7BpbA,2012-12-14,1w8mCNXZRHbaHW_1I2aJOQ,4,"There's no better way to find out about a new eatery than to receive a gift card to one you've never been to (or heard of, for that matter). This happened to me when I received a gift card to Paradise Bakery. Being new to Phoenix, of course I Yelp'd it to find one nearby. I located this on on the SWC of Bell Rd and 7th Street while up at Sam's Club. 

Paradise Bakery has sandwiches, salads, soups, sides, and of course -- the bakery items! At this location, you can eat in or take out. I like the Turkey Bacon Bravo or the Turkey Cranberry with a side of their excellent mac 'n' cheese and a drink. Getting this combo also scores you a free cookie! 

This location is in the shopping area with a huge Target and many other stores, so the parking is hit or miss, depending on the time of day/week. And PB's prices are just a bit steep for what they serve...good food, but still a bit pricey.",review,aTi0NVrcPJWbN6jAsJVcAw,1,3,0,7317,0,0
,vWnlScr9y2F6_ctDJZ6XLg,2010-09-10,s_Axvp77G4vYn-l86Y9qrg,4,"I actually have grown to love this little place. Their coffee is good; their breakfast burritos are absolute heaven. Made with provolone cheese, these burritos have a more mellow and sophisticated taste than the average breakfast burrito you'll find drowned in yellow cheese.

You can get a Big Ass Burrito, or a Half Ass Burrito. Personally, I don't like to do anything ""half-assed"", so I opt for the Big Ass Burrito that, although adds circumference to MY big ass, is soooo worth it in the morning when you want a laid back spot to enjoy your meal and coffee (go for the iced).

They also have an art exhibit /sale right now for the month of September with awesome aviation pictures printed on canvas. Amazing art to enjoy as you sip your coffee.",review,vN25DTdMDr718zMCAgJvQQ,0,0,1,1107,0,0
,NN2qs5B713vM6BDcMyrg4A,2012-08-28,IuO1HnfccQDzJ7upwOaE5g,5,Friendly group. Great specials....Try THE BASIC breakfast. It's more than enough.,review,vynHUkNRnqlWyuaCM9NZcQ,0,1,0,3062,0,0
,rLv5DPLnO67TCHIbbBWYPA,2012-03-15,LR50AbUcCHlfYCMhJW45Dw,1,"Went for lunch. Took over 30 min for food to arrive. Ordered chef salad. Made with processed turkey and ham. Also with processed cheese slices. childs choc milk was not mixed up. Kraft mac & cheese on kids menu. 
Won't come back again.",review,ItWQ-pBKzau5hg33tAxwRw,0,1,0,9161,1,1
,h762dZ33uhSKtLZ-21u6Jg,2011-12-04,TSnRYXMdWMIVBR1q_UGRvQ,2,USE to be the best Pizza in town. Unfortunately that was like 10 years ago. Now this place is overpriced at about $10 for 2 slices and a drink. Trust me you can find better pizza almost anywhere and they charge for ranch as do most pizza places. But isn't a pizza joint charging for ranch the same as a burger place charging for ketchup?,review,nGvxLe5jdJGbxTYt9XjScw,0,1,0,7042,1,1
,Trar_9cFAj6wXiXfKfEqZA,2013-01-01,kWe7WzAeLPnz6aBz0RCTeA,5,"Bosa Donuts at Southern and Mcklintock in Tempe is part of a strip mall that I have been visiting since I was just a kid. Except, back then, Bosa Donuts was a Taco Bell. A few years back Taco Bell moved a half mile down the road into a new building and Bosa Donuts set up shop. About a year ago I discovered another new store in this strip mall which is Fallout Games, an awesome video game store. For this entire last year I've been driving past Bosa on my way out of the complex after visiting Fallout Games and taking a curious look as I drive by but until this week I had never tried it. After reading all the positive Yelp reviews, I had to give it a go.

Well, first off, It's 24 hours, which is huge in my book since I'm almost always up until four or five in the morning. The drive through display is lighted and shows their menu but you have to actually order by pulling up to the window. Since I was there at 3am I asked what was fresh at the moment and the guy was very patient and helpful with listing off what he had available. I just got a few frosted donuts (or raised, as they call them) and was on my way. Right off the bat, I noticed the box was pretty heavy. I only ordered a half dozen but it felt at least as heavy as it does when I get a dozen at Dunkin Donuts. When I got home, I opened the box and realized their donuts are at least thirty percent bigger than Dunkin Donuts of Krispy Kreme.

Anyway, the donuts are awesome. Best tasting donuts I've ever had. I probably shouldn't make it a habit to come here twice a week, if I want to live past forty, but I'll definitely be stopping by once or twice a month from now on. Hope this place sticks around.",review,GyOwPYGX7-ntxcmvK5Ac0g,0,0,0,8762,0,0
,V6BYjHM9SnXscfkln3hCdA,2010-03-01,v6qClAjOR2gnWTZZIsKyrQ,4,"Orange Table is one of my go-to spots in the valley.  The food and atmosphere are superb.  The wide assortment of beverages certainly strengthens OT's menu when pairing food and drink.

I will admit that while the location may seem hard to find, there are times where I've had to wait, and wait...but if you enjoy great food then it is worth the wait.

Their salads and burgers (especially the wine burger w/ cheese and red onion) are fantastic!",review,6svwwImg6nLwUc5DPp2L9Q,0,0,0,8528,0,0
,CIpzeDYD252nq0nRA4px5A,2012-01-03,uxhJaxosyQfFDUdIg_jbaQ,5,"We had a bad experience in May with a person at Charleston's we thought to be a manager (see review).  The next day my husband and brother-in-law contacted the restaurant manager, Chris, we had great and immediate communication with him and he encouraged us to give the restaurant another try as we had been happy there before.  
Recently, we had a large party of family members dine at the restaurant and the service and food was perfect.  Chris made a point to check in with us at the table and at the end of the meal.  Great job, Chris and team!  We look forward to dining at Charleston's with you again soon.",review,lp3RMxwrm3BB0xbuH1vrmQ,0,0,0,6628,0,0
,JXBdcBb3ivm89fhr6-yfSQ,2011-08-31,zvbIvnurRt0vZ9h9rRf5Bw,5,Great fruit and vegetables. Bulk items like nuts and cranberries are a good value. Check out the meat and deli. Cage free chicken and grass fed beef. Salmon and Tuna are fresh. They do have some good values here. The cashiers are good and give the nickel bag discount.,review,Z0_C4HRVvkLkyEsVGGMnkg,0,0,0,8028,0,0
,Q6exnM7RmHdNMZqegdrmoA,2012-03-02,FqL-yYe1gYKzZXkz1h0irg,5,"I have lived all over the US, and I have experienced extreme lows and highs with dentists, but this dental group is by far my favorite I have ever been a patient of. I can't say enough good about them, so I won't ramble.... Just love them.",review,3ArIdn_lcSJdYLQo0a8srw,0,0,1,9465,0,0
,W7xb2iS4cYL14Yi5LOGSkA,2011-01-17,TmoJw79_wE9KtxV5dpx_uQ,5,"Bison Witches is a bit religious for me.  The hearth is in Tucson, but they did a good job of transplanting the same food experience to Tempe. Their filling sandwiches offer a sort of primitive bliss with the roughly-cut thick slices of bread - best tip is to go with the half sandwich/half soup (their half is really a whole) - Their chili is the best thing going...",review,i_GGKzPs5t31yJE_HTCp-Q,0,1,0,2987,0,0
,TDX5Peai64ZdDvU5xHV5cQ,2011-06-06,n-suBhJOCH3mL53DvyrLPA,5,Jake's been taking care of our cars for almost 7 years. He's very trustworthy and fair.,review,NPoOEAPspruMOik-9sKQtQ,0,0,0,6532,0,0
,-Ogv7rpcgUHkFaSy3vD8Sw,2011-01-14,nDtHTuCxgTdsBzYc-wb8Lw,4,"Alot of the items is presented neat and fresh. I like how they have fresh spinach and beef cube. Didn't care for the sushi or the mongolian BBQ though. But for $7.95 weekday lunch buffet I think the value, variety and quality is there.",review,3gcWln_pMrg_Qt89BlfEUg,0,0,0,4577,0,0
,a8yzGF79KcfyRye2R6wt3Q,2012-03-05,Zb6qK9ORkoIJslTVC1kEVQ,1,"I really wanted to like this place.  For starters, I paid cash for my take out. I was owed back five dollars and was told "" we don't have enough change"". So I had to settle for $2.50. What kind of restaurant doesn't have proper change?  Especially on a Saturday night.  
     The food:  Chicken lettuce wraps had a strange fishy taste. Gave up on them after a few bites.  Vegetable chow mein:  In my opinion, a broun sauce is thick and flavorful. This one was very liquidy and flavorless.  Dumplings were edible at best. 
     Do yourself a favor and stick with China Chili.",review,cAmALWTTej6W5Rr5xcg4DQ,0,2,0,3069,1,1
,vvA3fbps4F9nGlAEYKk_sA,2012-05-04,S9OVpXat8k5YwWCn6FAgXg,1,Disgusting!  Had a Groupon so my daughter and I tried it out.  Very outdated and gaudy 80's style interior made me feel like I was in an episode of Sopranos.  The food itself was pretty bad.  We ordered pretty simple dishes but they just had no flavor at all!  After trying it out I'm positive all the good reviews on here are employees or owners creating them.,review,8AMn6644NmBf96xGO3w6OA,0,1,0,32,1,1
,b5cEoKR8iQliq-yT2_O0LQ,2010-08-14,7FrG3kWOaZviZeKbb7-_uA,5,"The place did not disappoint. The moment we stepped through the archway, my friends and I were bedazzled by the ambience throughout the area.

 It really DOES feel like a tavern, almost like something out of Pirates of the Caribbean (Well.. kind of)

But yeah, the portions were overwhelming, and best of all? The food was spectacular. I sat outside, but honestly? I think the place is pretty both ways, so don't be too stingy on the location :)

Jus go.",review,c4Ic9brP8hle_qMjbeejFg,0,0,0,7928,0,0
,6oRAC4uyJCsJl1X0WZpVSA,2011-07-28,u9aMNOK1_eVF8PL_CpVSrg,5,"Love love love this place.  Tasty with great prices... who can beat that?  My newest thing is to order a gyro-to-go and enjoy it at home.  I'm a mom now so eating at a restaurant is a lot harder than it used to be. haha

See ya there!",review,fPHLPrymsyb6WSFFKoMrTQ,3,4,3,7926,0,0
,PZUZH0vsLOy2AB1FubByhg,2012-12-26,Nub4DaQLsxk9Y_7Fp6eS9A,2,"Service. 
Was great until checkout.....
Matthew, a twenty something with brown hair, was fine during the first few minutes of bagging but he asked me if I wanted my pizzas in a bag. I assumed it would be put in one bag per pizza. They were digorno pizzas with the bred sticks or wings.
Matthew told us that they wouldn't fit in a bag. So my boyfriend said it was fine without a bag, but I knew they could fit one in a bag per box. So I asked for a large paper bag. Matthew held up the box to the bag And told me it wouldn't work. I just stood there and continued to place groceries on the line. When I noticed he put one in a bag and the inter in another plastic bag. THEN... Things were getting hostile between the cashier brittani and him. They kept discussing work related topics sucks as the time of the checkout. The cashier seemed irritated with the day that the bagging area was over crowded and backed up. Seemed like she wanted to say something. After that i noticed he was doing s terrible job bagging which caused bags to rip. putting a wide variety of packages in one bag  Matthews attitude changed as well giving a sarcastic goodbye. 

Store
Clean but carts were hard to find when store is busy. 

Overall
I like that I have a marketplace close to me but that was some surprising service at the end of my trip. I'll be back but hopefully I will be able to have a better bagger",review,8BxNrCQ400-Wri_-rjLQWQ,0,0,0,1753,1,1
,Bc5bgPG1MlTc75G0A-_7fg,2006-02-09,-EddE6xa2YBdiBllClqZ7w,4,"A perfect way to top of an exotic shopping experience at 99 Ranch.  The Taiwan Express has photos of many (not all) of their dishes. Very authentic.  

Also try some shaved ice for desert (brought me back to Singapore!).  My kids love the shaved ice, though they are more used to Asian foods than most kids.  

Note that the Buffet section (to the left) is better than any mall food courts, and may be more tame for some taste buds.  

AND - in between the buffet and Taiwan Express you can buy a whole roast duck for about $12.50, which they will cut up for you.  Be sure to buy some Plum Sauce (elsewhere in the store) for a sweet dipping sauce for the duck (yummy!).",review,cFC35FulkCpmFlVrhK8iHw,0,0,0,840,0,0
